,UserId,Condition,VP,Session,PQ,ATT,HQI,HQS,HQ,PQ.levels,PQ.2levels,PQ.2levels.split.at.4,PQ.2BalancedClasses,HQ.levels,HQ.2levels,HQ.2levels.split.at.4,HQ.2BalancedClasses,ATT.levels,ATT.2levels,IconSize,Position,Handedness,HandUsed,DominantHand,,sessionNr
377,222,2,643,10,4.25,5,4.5,5,4.75,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,TinyIcons,Table,RIGHT,Right,dominant,,395
380,222,5,643,11,5.5,5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,396
375,222,11,643,12,4.5,4.5,3.5,4.5,4,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,397
395,223,8,644,1,2,2.5,2.5,2.5,2.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,398
391,223,4,644,2,2.75,3,2.5,3,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,399
387,223,11,644,3,5.5,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,400
389,223,2,644,4,3,3,2.5,3,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,401
393,223,6,644,5,3.5,3,3,2.5,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,402
396,223,9,644,6,5.75,4.5,3.5,3,3.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,403
388,223,12,644,7,2,2.5,3,3,3,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,404
392,223,5,644,8,5.75,4,4,3,3.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Right,dominant,,405
386,223,10,644,9,2.5,3,3,2.5,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,406
390,223,3,644,10,5.75,4.5,3.5,3,3.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Right,dominant,,407
385,223,1,644,11,5.75,4,3.5,3,3.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Right,dominant,,408
394,223,7,644,12,5.25,4,3,3,3,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,409
397,224,1,645,1,5.75,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Right,non-dominant,,410
399,224,11,645,2,5.5,4.5,4.5,5.5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Left,dominant,,411
398,224,10,645,3,4,3,2.5,4,3.25,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,412
403,224,4,645,4,4.5,3,2.5,3.5,3,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,413
405,224,6,645,5,4.75,3,2.5,3.5,3,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,414
407,224,8,645,6,4.25,3.5,3.5,3.5,3.5,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Left,dominant,,415
404,224,5,645,7,5.75,4,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Right,non-dominant,,416
402,224,3,645,8,5.75,4,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,LEFT,Right,non-dominant,,417
401,224,2,645,9,4.25,3,3,3,3,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,418
400,224,12,645,10,4.5,3.5,2.5,3,2.75,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,419
408,224,9,645,11,6,5,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,420
406,224,7,645,12,5.75,4.5,5,5.5,5.25,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Left,dominant,,421
417,225,6,646,1,3,3.5,4,3,3.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,422
412,225,12,646,2,3.25,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,423
418,225,7,646,3,4,4,4,3.5,3.75,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,424
413,225,2,646,4,3.25,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,425
414,225,3,646,5,4.75,4.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Right,dominant,,426
419,225,8,646,6,3.5,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,427
409,225,1,646,7,4.75,5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,428
416,225,5,646,8,4.75,4.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Right,dominant,,429
415,225,4,646,9,4.25,4,4,3.5,3.75,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,430
410,225,10,646,10,3.5,3.5,4,3.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,431
420,225,9,646,11,4.5,4.5,4,3.5,3.75,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,432
411,225,11,646,12,4.5,4.5,4,3.5,3.75,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,433
428,226,5,647,1,6,4.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,LEFT,Right,non-dominant,,434
429,226,6,647,2,3,2.5,3,2.5,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,435
425,226,2,647,3,1.75,2,2,3,2.5,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,436
431,226,8,647,4,3.5,4.5,2.5,2.5,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,LEFT,Left,dominant,,437
423,226,11,647,5,5.5,5,3,3.5,3.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,438
421,226,1,647,6,5.75,3.5,3,2.5,2.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Table,LEFT,Right,non-dominant,,439
426,226,3,647,7,5.25,5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,440
424,226,12,647,8,3,2.5,2.5,2.5,2.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,441
430,226,7,647,9,5.75,5.5,4,4.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,442
427,226,4,647,10,3,2.5,3,4,3.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,443
422,226,10,647,11,3.25,2,3,3,3,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,LEFT,Left,dominant,,444
432,226,9,647,12,6,5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,445
439,227,4,648,1,2,2,2,2.5,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,LEFT,Right,non-dominant,,446
440,227,5,648,2,5.5,5.5,4,4.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Right,non-dominant,,447
436,227,12,648,3,1.25,2.5,3.5,2.5,3,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,LEFT,Left,dominant,,448
444,227,9,648,4,6.25,6,4.5,5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Left,dominant,,449
433,227,1,648,5,4.5,4,2.5,4,3.25,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,LEFT,Right,non-dominant,,450
443,227,8,648,6,1.25,2,2.5,2,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Left,dominant,,451
441,227,6,648,7,1.75,2,1.5,1.5,1.5,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,LEFT,Right,non-dominant,,452
438,227,3,648,8,5,5,2.5,3,2.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,LEFT,Right,non-dominant,,453
437,227,2,648,9,1.75,2,2,2.5,2.25,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,LEFT,Right,non-dominant,,454
442,227,7,648,10,6,6,2,3,2.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,LEFT,Left,dominant,,455
435,227,11,648,11,4.75,5.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,LEFT,Left,dominant,,456
434,227,10,648,12,3,4,2.5,3,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,LEFT,Left,dominant,,457
454,228,7,649,1,3.5,4.5,3.5,5,4.25,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,458
447,228,11,649,2,4.75,4.5,5,4.5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,459
448,228,12,649,3,2.5,3,3,4.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,460
445,228,1,649,4,5,5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,461
449,228,2,649,5,2.75,2.5,3.5,4.5,4,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,462
451,228,4,649,6,3,3,3,4.5,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,463
456,228,9,649,7,5.25,5,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,464
450,228,3,649,8,5.5,5.5,5,4.5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,465
455,228,8,649,9,3,3,4,5,4.5,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,466
452,228,5,649,10,4,5,5,4,4.5,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,467
446,228,10,649,11,4.25,4.5,5,5,5,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Left,non-dominant,,468
453,228,6,649,12,3.75,4.5,3.5,5,4.25,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,RIGHT,Right,dominant,,469
464,229,5,650,1,5.25,3,2,2,2,high,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Hand,RIGHT,Right,dominant,,470
467,229,8,650,2,4.25,3,4,6.5,5.25,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,471
465,229,6,650,3,2.75,2,2,1,1.5,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,472
468,229,9,650,4,5.5,5,2.5,4,3.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,473
460,229,12,650,5,4,3.5,2,2,2,medium,STRONG,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,474
462,229,3,650,6,5.75,3.5,2,2,2,high,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,Normal,Stand,RIGHT,Right,dominant,,475
457,229,1,650,7,5.5,5,3.5,3,3.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,476
461,229,2,650,8,2,2,2,1,1.5,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,477
463,229,4,650,9,3.25,2,1.5,1.5,1.5,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,478
458,229,10,650,10,3,2,1.5,2,1.75,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,479
459,229,11,650,11,5.5,4.5,1.5,2,1.75,high,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,480
466,229,7,650,12,3.5,5.5,1.5,1.5,1.5,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,481
470,230,10,651,1,2.75,1.5,2.5,2,2.25,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,482
473,230,2,651,2,4,1,5,7,6,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,483
480,230,9,651,3,4.75,5.5,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,484
472,230,12,651,4,3.75,2,4.5,6,5.25,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,485
476,230,5,651,5,4.5,4,3,2.5,2.75,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Right,dominant,,486
475,230,4,651,6,2.25,2.5,1.5,2.5,2,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,487
471,230,11,651,7,4.75,5.5,5,3.5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,488
469,230,1,651,8,4.5,4,3.5,2.5,3,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Right,dominant,,489
478,230,7,651,9,4.75,4,3.5,2.5,3,high,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Left,non-dominant,,490
479,230,8,651,10,2.75,1,3,2.5,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,491
474,230,3,651,11,5.25,5,4.5,3.5,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,492
477,230,6,651,12,2.5,2,3,2.5,2.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,493
487,231,4,652,1,2.75,2,2,1.5,1.75,medium,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Right,dominant,,494
485,231,2,652,2,1.75,1,2,1.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,495
484,231,12,652,3,1.75,1.5,2,1.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Left,non-dominant,,497
488,231,5,652,4,6.5,5.5,5.5,4,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Right,dominant,,498
482,231,10,652,5,1.75,1,2,1.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,499
491,231,8,652,6,1.25,1,1.5,1.5,1.5,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,500
489,231,6,652,7,1.75,1,2,1.5,1.75,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,WEAK,BELOW_MEDIAN,low,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,501
481,231,1,652,8,6.5,5.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Right,dominant,,502
486,231,3,652,9,6,6,5.5,4,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,503
490,231,7,652,10,6,5.5,5,4,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,504
483,231,11,652,11,4.25,6,3,2,2.5,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,505
492,231,9,652,12,6,5.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,616
501,232,6,653,1,3.75,3.5,3,3,3,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Hand,RIGHT,Right,dominant,,507
495,232,11,653,2,6.75,5.5,4.5,4.5,4.5,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,508
500,232,5,653,3,6.75,4.5,4.5,5,4.75,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Right,dominant,,509
503,232,8,653,4,2.25,3,3.5,4.5,4,low,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Left,non-dominant,,510
502,232,7,653,5,6.5,5.5,5,5,5,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Table,RIGHT,Left,non-dominant,,511
499,232,4,653,6,4,4.5,3.5,4,3.75,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,512
496,232,12,653,7,3.5,4,3.5,4,3.75,medium,WEAK,WEAK,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,RIGHT,Left,non-dominant,,513
498,232,3,653,8,6.5,5,3.5,5,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Right,dominant,,514
493,232,1,653,9,6.25,4.5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,Normal,Table,RIGHT,Right,dominant,,515
494,232,10,653,10,4.5,3.5,3.5,3.5,3.5,medium,STRONG,STRONG,BELOW_MEDIAN,medium,WEAK,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Stand,RIGHT,Left,non-dominant,,516
497,232,2,653,11,4.75,3.5,4,3.5,3.75,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,WEAK,TinyIcons,Table,RIGHT,Right,dominant,,517
504,232,9,653,12,6,5,4.5,4,4.25,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,STRONG,BELOW_MEDIAN,high,STRONG,Normal,Stand,RIGHT,Left,non-dominant,,518
515,233,8,654,1,5.75,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Table,RIGHT,Left,non-dominant,,519
513,233,6,654,2,5.75,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Hand,RIGHT,Right,dominant,,520
511,233,4,654,3,6,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,TinyIcons,Stand,RIGHT,Right,dominant,,521
507,233,11,654,4,6.5,4,4,4,4,high,STRONG,STRONG,BELOW_MEDIAN,medium,STRONG,WEAK,BELOW_MEDIAN,medium,STRONG,Normal,Hand,RIGHT,Left,non-dominant,,522
